Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Differences	ST	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC1100 (cgST Cplx)	HC1500	HC2000	HC2350 (subsp.)
ESC_BA6645AA	eo841	ERR434901;ILLUMINA;Paired;231;ERX401176																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204940	ERS357451	2015-08-27	2014-05-14	ESC_BA6645AA	NaN	10854	10854	10854	10854	10854	10854	1592	1592	1592	44	44	44	1	1
ESC_BA6665AA	eo692	ERR434686;ILLUMINA;Paired;222;ERX400961																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204897	ERS357408	2015-08-27	2014-05-14	ESC_BA6665AA	NaN	20083	10831	10831	10831	10831	10831	55	55	55	44	44	44	1	1
ESC_BA6669AA	eo1264	ERR434500;ILLUMINA;Paired;210;ERX400775																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205129	ERS357640	2015-08-27	2014-05-14	ESC_BA6669AA	NaN	20081	10828	10828	10828	10828	10828	10828	7661	6624	44	44	44	1	1
ESC_BA6670AA	eo1223	ERR434499;ILLUMINA;Paired;210;ERX400774																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205122	ERS357633	2015-08-27	2014-05-14	ESC_BA6670AA	NaN	10825	10825	10825	10825	10825	10825	3702	55	55	44	44	44	1	1
ESC_BA6679AA	eo802	ERR434490;ILLUMINA;Paired;210;ERX400765																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204921	ERS357432	2015-08-27	2014-05-14	ESC_BA6679AA	NaN	10816	10816	10816	10816	10816	10816	10816	1677	1592	44	44	44	1	1
ESC_BA6697AA	eo304	ERR435499;ILLUMINA;Paired;222;ERX401774																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204737	ERS357248	2015-08-27	2014-05-14	ESC_BA6697AA	NaN	10802	10802	10802	10802	10729	1592	1592	1592	1592	44	44	44	1	1
ESC_BA6699AA	eo75	ERR435497;ILLUMINA;Paired;222;ERX401772																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204663	ERS357174	2015-08-27	2014-05-14	ESC_BA6699AA	NaN	10798	10798	10798	10798	10798	10798	1592	1592	1592	44	44	44	1	1
ESC_BA6704AA	ECO0390	ERR435492;ILLUMINA;Paired;222;ERX401767																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204602	ERS357113	2015-08-27	2014-05-14	ESC_BA6704AA	NaN	10793	10793	10793	10793	10793	10793	9662	44	44	44	44	44	1	1
ESC_BA6706AA	ECO0308	ERR435490;ILLUMINA;Paired;222;ERX401765																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204528	ERS357039	2015-08-27	2014-05-14	ESC_BA6706AA	NaN	10792	10792	10792	10792	10792	10792	9859	9859	6624	44	44	44	1	1
ESC_BA6725AA	eo1018	ERR435094;ILLUMINA;Paired;250;ERX401369																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205051	ERS357562	2015-08-27	2014-05-14	ESC_BA6725AA	NaN	10773	10773	10773	10773	10773	10773	8435	8435	6624	44	44	44	1	1
ESC_BA6730AA	eo946	ERR435089;ILLUMINA;Paired;250;ERX401364																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205021	ERS357532	2015-08-27	2014-05-14	ESC_BA6730AA	NaN	10768	10768	10768	10768	10768	10768	10768	10768	1592	44	44	44	1	1
ESC_BA6734AA	ECO0380	ERR434890;ILLUMINA;Paired;231;ERX401165																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204598	ERS357109	2015-08-27	2014-05-14	ESC_BA6734AA	NaN	20074	10765	10765	10765	10765	10765	6620	6620	1104	44	44	44	1	1
ESC_BA6750AA	eo318	ERR434679;ILLUMINA;Paired;222;ERX400954																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204749	ERS357260	2015-08-27	2014-05-14	ESC_BA6750AA	NaN	10750	10750	10750	10750	10750	10750	9830	1655	44	44	44	44	1	1
ESC_BA6753AA	eo262	ERR434676;ILLUMINA;Paired;222;ERX400951																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204728	ERS357239	2015-08-27	2014-05-14	ESC_BA6753AA	NaN	20069	10747	10747	10747	10747	10747	55	55	55	44	44	44	1	1
ESC_BA6769AA	eo126	ERR434478;ILLUMINA;Paired;210;ERX400753																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204677	ERS357188	2015-08-27	2014-05-14	ESC_BA6769AA	NaN	10729	10729	10729	10729	10729	1592	1592	1592	1592	44	44	44	1	1
ESC_BA6779AA	ECO0256	ERR434273;ILLUMINA;Paired;228;ERX400548																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204473	ERS356984	2015-08-27	2014-05-14	ESC_BA6779AA	NaN	10720	10720	10720	10720	10720	10720	10720	10720	10720	44	44	44	1	1
ESC_BA6796AA	eo2843	ERR435478;ILLUMINA;Paired;225;ERX401753																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205724	ERS358235	2015-08-27	2014-05-14	ESC_BA6796AA	NaN	10703	10703	10703	10703	10703	10703	6748	6748	6624	44	44	44	1	1
ESC_BA6801AA	eo1879	ERR435291;ILLUMINA;Paired;227;ERX401566																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205752	ERS358263	2015-08-27	2014-05-14	ESC_BA6801AA	NaN	10702	10702	10702	10702	10702	2245	2245	2245	1592	44	44	44	1	1
ESC_BA6806AA	eo3369	ERR435286;ILLUMINA;Paired;227;ERX401561																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205721	ERS358232	2015-08-27	2014-05-14	ESC_BA6806AA	NaN	20063	20063	10696	10696	10696	10696	1592	1592	1592	44	44	44	1	1
ESC_BA6822AA	eo926	ERR435075;ILLUMINA;Paired;250;ERX401350																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204981	ERS357492	2015-08-27	2014-05-14	ESC_BA6822AA	NaN	10681	10681	10681	10681	10681	10681	8393	8393	8393	44	44	44	1	1
ESC_BA6828AA	ECO0320	ERR434874;ILLUMINA;Paired;231;ERX401149																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204539	ERS357050	2015-08-27	2014-05-14	ESC_BA6828AA	NaN	10675	10675	10675	10675	10675	10590	55	55	55	44	44	44	1	1
ESC_BA6840AA	ECO0403	ERR434667;ILLUMINA;Paired;222;ERX400942																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204614	ERS357125	2015-08-27	2014-05-14	ESC_BA6840AA	NaN	10666	10666	10666	10666	10666	10666	3702	55	55	44	44	44	1	1
ESC_BA6841AA	ECO0401	ERR434666;ILLUMINA;Paired;222;ERX400941																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204612	ERS357123	2015-08-27	2014-05-14	ESC_BA6841AA	NaN	10664	10664	10664	10664	10664	10664	55	55	55	44	44	44	1	1
ESC_BA6845AA	ECO0194	ERR434662;ILLUMINA;Paired;222;ERX400937																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204516	ERS357027	2015-08-27	2014-05-14	ESC_BA6845AA	NaN	10657	10657	10657	10657	10657	2245	2245	2245	1592	44	44	44	1	1
ESC_BA6849AA	ECO0141	ERR434658;ILLUMINA;Paired;222;ERX400933																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204369	ERS356880	2015-08-27	2014-05-14	ESC_BA6849AA	NaN	10656	10656	10656	10656	10656	10656	10656	10656	8375	44	44	44	1	1
ESC_BA6859AA	ECO0259	ERR434466;ILLUMINA;Paired;210;ERX400741																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204476	ERS356987	2015-08-27	2014-05-14	ESC_BA6859AA	NaN	10645	10645	10645	10645	10645	10645	1104	1104	1104	44	44	44	1	1
ESC_BA6870AA	ECO0010	ERR434260;ILLUMINA;Paired;228;ERX400535																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204238	ERS356749	2015-08-27	2014-05-14	ESC_BA6870AA	NaN	10634	10634	10634	10634	10634	10634	10634	10634	1592	44	44	44	1	1
ESC_BA6885AA	eo3545	ERR435281;ILLUMINA;Paired;227;ERX401556																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205687	ERS358198	2015-08-27	2014-05-14	ESC_BA6885AA	NaN	10620	10620	10620	10620	9850	9850	6620	6620	1104	44	44	44	1	1
ESC_BA6887AA	eo3376	ERR435279;ILLUMINA;Paired;227;ERX401554																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205681	ERS358192	2015-08-27	2014-05-14	ESC_BA6887AA	NaN	10618	10618	10618	10618	10618	10618	6748	6748	6624	44	44	44	1	1
ESC_BA6899AA	eo397	ERR435072;ILLUMINA;Paired;250;ERX401347																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204969	ERS357480	2015-08-27	2014-05-14	ESC_BA6899AA	NaN	10605	10605	10605	10605	10605	10605	3702	55	55	44	44	44	1	1
ESC_BA6903AA	eo820	ERR435068;ILLUMINA;Paired;250;ERX401343																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204933	ERS357444	2015-08-27	2014-05-14	ESC_BA6903AA	NaN	10602	10602	10602	10602	10602	10602	6620	6620	1104	44	44	44	1	1
ESC_BA6916AA	ECO0148	ERR434860;ILLUMINA;Paired;231;ERX401135																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204376	ERS356887	2015-08-27	2014-05-14	ESC_BA6916AA	NaN	10590	10590	10590	10590	10590	10590	55	55	55	44	44	44	1	1
ESC_BA6934AA	ECO0027	ERR434647;ILLUMINA;Paired;222;ERX400922																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204255	ERS356766	2015-08-27	2014-05-14	ESC_BA6934AA	NaN	10572	10572	10572	10572	10572	10572	1592	1592	1592	44	44	44	1	1
ESC_BA6947AA	ECO0217	ERR434452;ILLUMINA;Paired;210;ERX400727																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204435	ERS356946	2015-08-27	2014-05-14	ESC_BA6947AA	NaN	10558	10558	10558	10558	10558	10558	10558	10558	1592	44	44	44	1	1
ESC_BA6979AA	ECO0357	ERR435057;ILLUMINA;Paired;250;ERX401332																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204575	ERS357086	2015-08-27	2014-05-14	ESC_BA6979AA	NaN	10527	10527	10527	10527	10527	1679	1104	1104	1104	44	44	44	1	1
ESC_BA6985AA	ECO0317	ERR435051;ILLUMINA;Paired;250;ERX401326																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204537	ERS357048	2015-08-27	2014-05-14	ESC_BA6985AA	NaN	20039	20039	10521	10521	10521	10521	10521	6620	1104	44	44	44	1	1
ESC_BA6986AA	ECO0316	ERR435050;ILLUMINA;Paired;250;ERX401325																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204536	ERS357047	2015-08-27	2014-05-14	ESC_BA6986AA	NaN	20038	10520	10520	10520	10520	10520	9592	55	55	44	44	44	1	1
ESC_BA6987AA	ECO0314	ERR435049;ILLUMINA;Paired;250;ERX401324																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204534	ERS357045	2015-08-27	2014-05-14	ESC_BA6987AA	NaN	10519	10519	10519	10519	10519	10519	8435	8435	6624	44	44	44	1	1
ESC_BA7004AA	eo2352	ERR434642;ILLUMINA;Paired;226;ERX400917																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205756	ERS358267	2015-08-27	2014-05-14	ESC_BA7004AA	NaN	10490	10490	10490	10490	10490	10490	55	55	55	44	44	44	1	1
ESC_BA7015AA	eo2653	ERR434449;ILLUMINA;Paired;223;ERX400724																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205726	ERS358237	2015-08-27	2014-05-14	ESC_BA7015AA	NaN	10481	10481	10481	10481	10481	4076	4076	4076	1592	44	44	44	1	1
ESC_BA7024AA	eo3567	ERR434440;ILLUMINA;Paired;223;ERX400715																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205598	ERS358109	2015-08-27	2014-05-14	ESC_BA7024AA	NaN	10472	10472	10472	10472	10472	10472	9691	55	55	44	44	44	1	1
ESC_BA7025AA	eo3519	ERR434439;ILLUMINA;Paired;223;ERX400714																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205592	ERS358103	2015-08-27	2014-05-14	ESC_BA7025AA	NaN	10470	10470	10470	10470	10470	10470	8435	8435	6624	44	44	44	1	1
ESC_BA7034AA	eo2095	ERR435444;ILLUMINA;Paired;225;ERX401719																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205361	ERS357872	2015-08-27	2014-05-14	ESC_BA7034AA	NaN	10462	10462	10462	10462	10462	10462	10462	1677	1592	44	44	44	1	1
ESC_BA7046AA	eo1472	ERR435250;ILLUMINA;Paired;227;ERX401525																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205312	ERS357823	2015-08-27	2014-05-14	ESC_BA7046AA	NaN	20024	10446	10446	10446	10446	10446	10446	55	55	44	44	44	1	1
ESC_BA7057AA	ECO0180	ERR435044;ILLUMINA;Paired;250;ERX401319																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204408	ERS356919	2015-08-27	2014-05-14	ESC_BA7057AA	NaN	10441	10441	10441	10441	10441	10441	10441	8620	1592	44	44	44	1	1
ESC_BA7071AA	ECO0006	ERR434835;ILLUMINA;Paired;231;ERX401110																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204234	ERS356745	2015-08-27	2014-05-14	ESC_BA7071AA	NaN	10427	10427	10427	10427	10427	10427	55	55	55	44	44	44	1	1
ESC_BA7077AA	eo2015	ERR434829;ILLUMINA;Paired;229;ERX401104																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205345	ERS357856	2015-08-27	2014-05-14	ESC_BA7077AA	NaN	10420	10420	10420	10420	7613	2245	2245	2245	1592	44	44	44	1	1
ESC_BA7078AA	eo1209	ERR434828;ILLUMINA;Paired;229;ERX401103																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205118	ERS357629	2015-08-27	2014-05-14	ESC_BA7078AA	NaN	10419	10419	10419	10419	10419	10419	10419	10419	44	44	44	44	1	1
ESC_BA7079AA	eo1200	ERR434827;ILLUMINA;Paired;229;ERX401102																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205110	ERS357621	2015-08-27	2014-05-14	ESC_BA7079AA	NaN	10416	10416	10416	7613	7613	2245	2245	2245	1592	44	44	44	1	1
ESC_BA7093AA	eo3311	ERR434436;ILLUMINA;Paired;223;ERX400711																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205550	ERS358061	2015-08-27	2014-05-14	ESC_BA7093AA	NaN	10406	10406	10406	10406	10406	10406	10406	1655	44	44	44	44	1	1
ESC_BA7104AA	eo2595	ERR434425;ILLUMINA;Paired;223;ERX400700																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205440	ERS357951	2015-08-27	2014-05-14	ESC_BA7104AA	NaN	10394	10394	10394	10394	9850	9850	6620	6620	1104	44	44	44	1	1
ESC_BA7108AA	eo1442	ERR435435;ILLUMINA;Paired;225;ERX401710																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205293	ERS357804	2015-08-27	2014-05-14	ESC_BA7108AA	NaN	10391	10391	10391	10391	10391	10391	6620	6620	1104	44	44	44	1	1
ESC_BA7110AA	eo1416	ERR435433;ILLUMINA;Paired;225;ERX401708																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205278	ERS357789	2015-08-27	2014-05-14	ESC_BA7110AA	NaN	10388	10388	10388	10388	10388	10388	1592	1592	1592	44	44	44	1	1
ESC_BA7127AA	eo1675	ERR435234;ILLUMINA;Paired;227;ERX401509																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205183	ERS357694	2015-08-27	2014-05-14	ESC_BA7127AA	NaN	10371	10371	10371	10371	10371	10371	55	55	55	44	44	44	1	1
ESC_BA7128AA	eo1661	ERR435233;ILLUMINA;Paired;227;ERX401508																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205169	ERS357680	2015-08-27	2014-05-14	ESC_BA7128AA	NaN	20009	10369	10369	10369	10369	10369	10369	10369	7648	44	44	44	1	1
ESC_BA7129AA	eo1633	ERR435232;ILLUMINA;Paired;227;ERX401507																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205161	ERS357672	2015-08-27	2014-05-14	ESC_BA7129AA	NaN	10368	10368	10368	10368	10368	10368	1592	1592	1592	44	44	44	1	1
ESC_BA7148AA	eo957	ERR434823;ILLUMINA;Paired;229;ERX401098																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205032	ERS357543	2015-08-27	2014-05-14	ESC_BA7148AA	NaN	20005	10350	10350	10350	10350	10350	10350	55	55	44	44	44	1	1
ESC_BA7182AA	eo2157	ERR434412;ILLUMINA;Paired;223;ERX400687																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205246	ERS357757	2015-08-27	2014-05-14	ESC_BA7182AA	NaN	10316	10316	10316	10316	7779	1104	1104	1104	1104	44	44	44	1	1
ESC_BA7186AA	eo1228	ERR435422;ILLUMINA;Paired;225;ERX401697																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205126	ERS357637	2015-08-27	2014-05-14	ESC_BA7186AA	NaN	10312	10312	10312	10312	10312	10312	1592	1592	1592	44	44	44	1	1
ESC_BA7202AA	eo849	ERR435224;ILLUMINA;Paired;227;ERX401499																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204947	ERS357458	2015-08-27	2014-05-14	ESC_BA7202AA	NaN	10297	10297	10297	10297	10297	10297	10297	55	55	44	44	44	1	1
ESC_BA7212AA	eo3514	ERR435019;ILLUMINA;Paired;226;ERX401294																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205587	ERS358098	2015-08-27	2014-05-14	ESC_BA7212AA	NaN	10287	10287	10287	10287	10287	10287	10287	10003	1592	44	44	44	1	1
ESC_BA7217AA	eo3372	ERR435014;ILLUMINA;Paired;226;ERX401289																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205561	ERS358072	2015-08-27	2014-05-14	ESC_BA7217AA	NaN	10282	10282	10282	10282	10282	10282	3473	3473	1592	44	44	44	1	1
ESC_BA7220AA	eo3007	ERR435011;ILLUMINA;Paired;226;ERX401286																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205502	ERS358013	2015-08-27	2014-05-14	ESC_BA7220AA	NaN	10279	10279	10279	10279	10279	10279	10279	44	44	44	44	44	1	1
ESC_BA7223AA	eo845	ERR434813;ILLUMINA;Paired;229;ERX401088																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204944	ERS357455	2015-08-27	2014-05-14	ESC_BA7223AA	NaN	10274	10274	10274	10274	10274	10274	9607	3473	1592	44	44	44	1	1
ESC_BA7226AA	eo819	ERR434810;ILLUMINA;Paired;229;ERX401085																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204932	ERS357443	2015-08-27	2014-05-14	ESC_BA7226AA	NaN	10273	10273	10273	10273	10273	1592	1592	1592	1592	44	44	44	1	1
ESC_BA7252AA	eo1692	ERR434407;ILLUMINA;Paired;223;ERX400682																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205189	ERS357700	2015-08-27	2014-05-14	ESC_BA7252AA	NaN	19987	19987	10247	10247	10247	10247	10247	7661	6624	44	44	44	1	1
ESC_BA7255AA	eo1635	ERR434404;ILLUMINA;Paired;223;ERX400679																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205163	ERS357674	2015-08-27	2014-05-14	ESC_BA7255AA	NaN	19986	10245	10245	10245	10245	10245	10245	9864	7648	44	44	44	1	1
ESC_BA7260AA	eo1013	ERR434399;ILLUMINA;Paired;223;ERX400674																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205046	ERS357557	2015-08-27	2014-05-14	ESC_BA7260AA	NaN	10240	10240	10240	10240	10240	10240	55	55	55	44	44	44	1	1
ESC_BA7270AA	eo73	ERR435403;ILLUMINA;Paired;225;ERX401678																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204662	ERS357173	2015-08-27	2014-05-14	ESC_BA7270AA	NaN	10230	10230	10230	10230	10230	10230	10230	55	55	44	44	44	1	1
ESC_BA7287AA	ECO0402	ERR435204;ILLUMINA;Paired;227;ERX401479																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204613	ERS357124	2015-08-27	2014-05-14	ESC_BA7287AA	NaN	10210	10210	10210	10210	10210	10210	55	55	55	44	44	44	1	1
ESC_BA7293AA	eo2356	ERR435003;ILLUMINA;Paired;226;ERX401278																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205399	ERS357910	2015-08-27	2014-05-14	ESC_BA7293AA	NaN	10206	10206	10206	10206	10206	10206	10206	1104	1104	44	44	44	1	1
ESC_BA7296AA	eo1673	ERR435000;ILLUMINA;Paired;226;ERX401275																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205181	ERS357692	2015-08-27	2014-05-14	ESC_BA7296AA	NaN	10203	10203	10203	10203	10203	10203	3702	55	55	44	44	44	1	1
ESC_BA7298AA	eo1321	ERR434998;ILLUMINA;Paired;226;ERX401273																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205153	ERS357664	2015-08-27	2014-05-14	ESC_BA7298AA	NaN	10201	10201	10201	10201	10201	1592	1592	1592	1592	44	44	44	1	1
ESC_BA7317AA	eo1710	ERR434589;ILLUMINA;Paired;226;ERX400864																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205208	ERS357719	2015-08-27	2014-05-14	ESC_BA7317AA	NaN	10184	10184	10184	10184	10184	10184	6748	6748	6624	44	44	44	1	1
ESC_BA7326AA	eo1051	ERR434580;ILLUMINA;Paired;226;ERX400855																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205054	ERS357565	2015-08-27	2014-05-14	ESC_BA7326AA	NaN	10171	10171	10171	10171	10171	10171	1592	1592	1592	44	44	44	1	1
ESC_BA7334AA	eo511	ERR434390;ILLUMINA;Paired;223;ERX400665																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204819	ERS357330	2015-08-27	2014-05-14	ESC_BA7334AA	NaN	10165	10165	10165	10165	10165	10165	10165	10165	55	44	44	44	1	1
ESC_BA7345AA	ECO0261	ERR435393;ILLUMINA;Paired;225;ERX401668																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204478	ERS356989	2015-08-27	2014-05-14	ESC_BA7345AA	NaN	10152	10152	10152	10152	10152	10152	10152	8655	8655	44	44	44	1	1
ESC_BA7350AA	ECO0202	ERR435388;ILLUMINA;Paired;225;ERX401663																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204421	ERS356932	2015-08-27	2014-05-14	ESC_BA7350AA	NaN	10150	10150	10150	10150	10150	10150	10150	8435	6624	44	44	44	1	1
ESC_BA7358AA	ECO0236	ERR435198;ILLUMINA;Paired;227;ERX401473																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204453	ERS356964	2015-08-27	2014-05-14	ESC_BA7358AA	NaN	10142	10142	10142	10142	7613	2245	2245	2245	1592	44	44	44	1	1
ESC_BA7395AA	eo553	ERR434576;ILLUMINA;Paired;226;ERX400851																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204829	ERS357340	2015-08-27	2014-05-14	ESC_BA7395AA	NaN	10111	10111	10111	10111	10111	10111	10111	55	55	44	44	44	1	1
ESC_BA7413AA	ECO0406	ERR434376;ILLUMINA;Paired;223;ERX400651																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204617	ERS357128	2015-08-27	2014-05-14	ESC_BA7413AA	NaN	10092	10092	10092	10092	10092	10092	3702	55	55	44	44	44	1	1
ESC_BA7414AA	ECO0295	ERR434375;ILLUMINA;Paired;223;ERX400650																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204512	ERS357023	2015-08-27	2014-05-14	ESC_BA7414AA	NaN	10089	10089	10089	10089	10089	2245	2245	2245	1592	44	44	44	1	1
ESC_BA7432AA	eo3544	ERR435189;ILLUMINA;Paired;227;ERX401464																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205688	ERS358199	2015-08-27	2014-05-14	ESC_BA7432AA	NaN	10072	10072	10072	10072	10072	10072	1592	1592	1592	44	44	44	1	1
ESC_BA7434AA	eo2376	ERR435187;ILLUMINA;Paired;227;ERX401462																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205664	ERS358175	2015-08-27	2014-05-14	ESC_BA7434AA	NaN	10071	10071	10071	10071	10071	10071	55	55	55	44	44	44	1	1
ESC_BA7447AA	eo336	ERR434979;ILLUMINA;Paired;226;ERX401254																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204756	ERS357267	2015-08-27	2014-05-14	ESC_BA7447AA	NaN	10058	10058	10058	10058	10058	10058	10058	55	55	44	44	44	1	1
ESC_BA7448AA	eo302	ERR434978;ILLUMINA;Paired;226;ERX401253																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204735	ERS357246	2015-08-27	2014-05-14	ESC_BA7448AA	NaN	10056	10056	10056	10056	10056	10056	10056	44	44	44	44	44	1	1
ESC_BA7454AA	eo40	ERR434972;ILLUMINA;Paired;226;ERX401247																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204700	ERS357211	2015-08-27	2014-05-14	ESC_BA7454AA	NaN	10052	10052	10052	10052	10052	10052	10052	55	55	44	44	44	1	1
ESC_BA7460AA	ECO0139	ERR434771;ILLUMINA;Paired;229;ERX401046																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204367	ERS356878	2015-08-27	2014-05-14	ESC_BA7460AA	NaN	10046	10046	10046	10046	10046	10046	8435	8435	6624	44	44	44	1	1
