"","name","SEQUENCE","same_scaff"
"878","ESC_CA0637AA_AS","NODE_77_length_13562_cov_5.70361_ID_153","card_mdtM"
"879","ESC_CA0637AA_AS","NODE_78_length_13192_cov_5.88132_ID_155","card_mdtE card_mdtF card_gadW card_gadX vfdb_chuU vfdb_chuV"
"880","ESC_CA0637AA_AS","NODE_79_length_12881_cov_6.12984_ID_157","EC_custom_fimH_CP015076.1 vfdb_fimA vfdb_fimI vfdb_fimC vfdb_fimD vfdb_fimF vfdb_fimG vfdb_fimH"
"881","ESC_CA0637AA_AS","NODE_82_length_11272_cov_4.81266_ID_163","plasmidfinder_IncFII_1"
"882","ESC_CA0637AA_AS","NODE_88_length_9203_cov_6.10405_ID_175","ISfinder_Feb_2020_ISEc38:AJ303141 ISfinder_Feb_2020_ISEc45:NC_004431"
"883","ESC_CA0637AA_AS","NODE_9_length_134891_cov_4.98129_ID_17","card_mdtG card_mdtH"
"884","ESC_CA0637AA_AS","NODE_90_length_8948_cov_4.43369_ID_179","ISfinder_Feb_2020_IS903B:X02527"
"885","ESC_CA0637AA_AS","NODE_95_length_7369_cov_6.84471_ID_189","vfdb_fimB vfdb_fimE"
"886","ESC_CA0677AA_AS","NODE_1_length_425080_cov_4.63624_ID_1","card_mdtH card_mdtG card_msbA card_Escherichia_coli_mdfA ISfinder_Feb_2020_MITEEc1:U00096 vfdb_ompA"
"887","ESC_CA0677AA_AS","NODE_10_length_175290_cov_5.58258_ID_19","card_eptA card_mdtN card_mdtO card_mdtP"
"888","ESC_CA0677AA_AS","NODE_104_length_752_cov_6.31825_ID_207","EC_custom_yeeT_|VFG1529"
"889","ESC_CA0677AA_AS","NODE_11_length_171202_cov_4.96045_ID_21","card_Escherichia_coli_ampH card_acrB card_Escherichia_coli_acrA"
"890","ESC_CA0677AA_AS","NODE_12_length_129209_cov_5.15916_ID_23","card_cpxA"
"891","ESC_CA0677AA_AS","NODE_14_length_117306_cov_4.49275_ID_27","card_marA"
"892","ESC_CA0677AA_AS","NODE_15_length_115570_cov_4.75241_ID_29","card_H-NS EC_custom_sitA_(gi:91210366)|VFG012573"
"893","ESC_CA0677AA_AS","NODE_17_length_101352_cov_4.81182_ID_33","card_emrB card_emrA card_emrR"
"894","ESC_CA0677AA_AS","NODE_18_length_100657_cov_4.69325_ID_35","vfdb_entD vfdb_fepA vfdb_fes vfdb_entF vfdb_fepC vfdb_fepG vfdb_fepD vfdb_entS vfdb_fepB vfdb_entC vfdb_entE vfdb_entB vfdb_entA"
"895","ESC_CA0677AA_AS","NODE_19_length_89465_cov_5.67862_ID_37","card_Escherichia_coli_ampC"
"896","ESC_CA0677AA_AS","NODE_2_length_397613_cov_4.7418_ID_3","card_mdtA card_mdtB card_mdtC card_baeS card_baeR card_yojI card_pmrF ISfinder_Feb_2020_ISEc1:L02370"
"897","ESC_CA0677AA_AS","NODE_20_length_79710_cov_5.10305_ID_39","vfdb_fdeC vfdb_ykgK/ecpR vfdb_yagZ/ecpA vfdb_yagY/ecpB vfdb_yagX/ecpC"
"898","ESC_CA0677AA_AS","NODE_21_length_78208_cov_5.21766_ID_41","vfdb_aslA"
"899","ESC_CA0677AA_AS","NODE_22_length_73274_cov_4.67881_ID_43","card_kdpE"
"900","ESC_CA0677AA_AS","NODE_23_length_71268_cov_5.68137_ID_45","ISfinder_Feb_2020_ISEc40:NC_004431"
"901","ESC_CA0677AA_AS","NODE_25_length_55627_cov_5.90396_ID_49","EC_custom_fimH_CP015076.1 vfdb_fimB vfdb_fimE vfdb_fimA vfdb_fimI vfdb_fimC vfdb_fimD vfdb_fimF vfdb_fimG vfdb_fimH"
"902","ESC_CA0677AA_AS","NODE_27_length_43962_cov_5.9076_ID_53","ISfinder_Feb_2020_ISEc30:NC_011603"
"903","ESC_CA0677AA_AS","NODE_29_length_39910_cov_4.38967_ID_57","EC_custom_fyuA_Z35106.1 EC_custom_irp2_(gi:386629711)|VFG034099 vfdb_fyuA vfdb_ybtE vfdb_ybtT vfdb_ybtU vfdb_irp1 vfdb_irp2 vfdb_ybtA vfdb_ybtP vfdb_ybtQ vfdb_ybtX vfdb_ybtS"
"904","ESC_CA0677AA_AS","NODE_3_length_357367_cov_5.41811_ID_5","card_tolC card_bacA card_acrS card_acrE card_acrF EC_custom_neuC_CP007275.1 EC_custom_kpsMT(II)_K2:CP000468.1:|APEC-O1|3376659-3378102 vfdb_kpsD vfdb_kpsT vfdb_kpsM vfdb_gspM vfdb_gspL vfdb_gspK vfdb_gspJ vfdb_gspI vfdb_gspH vfdb_gspG vfdb_gspF vfdb_gspE vfdb_gspD vfdb_gspC"
"905","ESC_CA0677AA_AS","NODE_30_length_36099_cov_5.4256_ID_59","ISfinder_Feb_2020_IS21:X14793"
"906","ESC_CA0677AA_AS","NODE_34_length_29268_cov_2.53165_ID_67","EC_custom_traT_CP018978.1 ISfinder_Feb_2020_IS26:X00011 plasmidfinder_IncFII(29)_1_pUTI89"
"907","ESC_CA0677AA_AS","NODE_4_length_335860_cov_4.40562_ID_7","card_Escherichia_coli_emrE vfdb_tcpC"
"908","ESC_CA0677AA_AS","NODE_41_length_18940_cov_2.83709_ID_81","ISfinder_Feb_2020_ISEc53:HG941718 plasmidfinder_IncFIB(AP001918)_1"
"909","ESC_CA0677AA_AS","NODE_42_length_17173_cov_5.90769_ID_83","EC_custom_tia_CU928161 EC_custom_papGII_DQ095216.1 EC_custom_papF_CU928161 EC_custom_papE_CU928161 EC_custom_papK_CU928161 EC_custom_papJ_CU928161 EC_custom_papD_CU928161 EC_custom_papC_CU928161 EC_custom_papH_CU928161 EC_custom_papA_CU928161 EC_custom_papB_CU928161 EC_custom_papI_DQ095216.1 vfdb_papG vfdb_papF vfdb_papE vfdb_papK vfdb_papJ vfdb_papD vfdb_papC vfdb_papH vfdb_papB vfdb_papI"
"910","ESC_CA0677AA_AS","NODE_44_length_16696_cov_5.91028_ID_87","ISfinder_Feb_2020_ISEc48:ADUS01000070"
"911","ESC_CA0677AA_AS","NODE_46_length_13593_cov_5.51711_ID_91","card_mdtM"
"912","ESC_CA0677AA_AS","NODE_48_length_10977_cov_5.10911_ID_95","ISfinder_Feb_2020_IS100kyp:U59875"
"913","ESC_CA0677AA_AS","NODE_49_length_10543_cov_2.56038_ID_97","plasmidfinder_Col156_1 vfdb_senB"
"914","ESC_CA0677AA_AS","NODE_5_length_285520_cov_5.91839_ID_9","EC_custom_VGI-1_tRNA_modification_GTPase_TrmE"
"915","ESC_CA0677AA_AS","NODE_52_length_9330_cov_5.02034_ID_103","ISfinder_Feb_2020_ISEc45:NC_004431 ISfinder_Feb_2020_ISEc38:AJ303141"
"916","ESC_CA0677AA_AS","NODE_53_length_8424_cov_5.67846_ID_105","vfdb_yagV/ecpE vfdb_yagW/ecpD"
"917","ESC_CA0677AA_AS","NODE_56_length_6010_cov_6.00236_ID_111","EC_custom_iss_type1_pAPEC-O2-ColV"
"918","ESC_CA0677AA_AS","NODE_6_length_262739_cov_5.14325_ID_11","EC_custom_usp_AB056439 ISfinder_Feb_2020_IS200C:NC_004431"
"919","ESC_CA0677AA_AS","NODE_64_length_4880_cov_5.05176_ID_127","ISfinder_Feb_2020_ISEc20:NZ_AAJU01000001"
"920","ESC_CA0677AA_AS","NODE_7_length_238142_cov_4.75772_ID_13","card_acrD card_evgS card_evgA card_emrK card_emrY ISfinder_Feb_2020_IS1397:X92970 ISfinder_Feb_2020_IS621:NC_009800"
"921","ESC_CA0677AA_AS","NODE_75_length_2660_cov_7.91637_ID_149","vfdb_papX"
"922","ESC_CA0677AA_AS","NODE_76_length_2588_cov_2.70348_ID_151","ISfinder_Feb_2020_ISEc10:NC_004431"
"923","ESC_CA0677AA_AS","NODE_8_length_203932_cov_5.73427_ID_15","card_gadX card_gadW card_mdtF card_mdtE card_CRP EC_custom_gimB-marker_CP002167.1 vfdb_chuV vfdb_chuU vfdb_chuY vfdb_chuX vfdb_chuW vfdb_chuT vfdb_chuA vfdb_chuS"
"924","ESC_CA0677AA_AS","NODE_9_length_186055_cov_5.39029_ID_17","EC_custom_malX_AF081286.1:c2588-1008 ISfinder_Feb_2020_MITEEc1:U00096"
"925","ESC_CA0894AA_AS","NODE_1_length_368900_cov_9.39378_ID_1","card_bacA card_tolC EC_custom_kpsMT(II)_K2:CP000468.1:|APEC-O1|3376659-3378102 EC_custom_neuC_CP007275.1 EC_custom_malX_AF081286.1:c2588-1008 ISfinder_Feb_2020_MITEEc1:U00096 vfdb_gspC vfdb_gspD vfdb_gspE vfdb_gspF vfdb_gspG vfdb_gspH vfdb_gspI vfdb_gspJ vfdb_gspK vfdb_gspL vfdb_gspM vfdb_kpsM vfdb_kpsT vfdb_kpsD"
"926","ESC_CA0894AA_AS","NODE_10_length_196983_cov_8.57599_ID_19","card_msbA vfdb_ompA"
"927","ESC_CA0894AA_AS","NODE_12_length_173600_cov_8.21974_ID_23","card_Escherichia_coli_ampH card_acrB card_Escherichia_coli_acrA"
"928","ESC_CA0894AA_AS","NODE_13_length_153492_cov_11.6052_ID_25","card_marA"
"929","ESC_CA0894AA_AS","NODE_132_length_768_cov_46.7555_ID_263","ISfinder_Feb_2020_IS1A:X52534"
"930","ESC_CA0894AA_AS","NODE_134_length_743_cov_25.6535_ID_267","EC_custom_iss_type1_pAPEC-O2-ColV"
"931","ESC_CA0894AA_AS","NODE_14_length_139532_cov_8.65285_ID_27","card_acrF card_acrE card_acrS"
"932","ESC_CA0894AA_AS","NODE_15_length_129691_cov_9.2616_ID_29","card_cpxA"
"933","ESC_CA0894AA_AS","NODE_16_length_121026_cov_9.55449_ID_31","card_H-NS"
"934","ESC_CA0894AA_AS","NODE_17_length_113230_cov_8.59788_ID_33","vfdb_aslA"
"935","ESC_CA0894AA_AS","NODE_19_length_105875_cov_8.68385_ID_37","card_mdtH card_mdtG"
"936","ESC_CA0894AA_AS","NODE_2_length_358060_cov_8.57994_ID_3","card_pmrF card_yojI card_baeR card_baeS card_mdtC card_mdtB card_mdtA card_ugd EC_custom_yeeT_|VFG1529"
"937","ESC_CA0894AA_AS","NODE_20_length_94359_cov_9.81683_ID_39","EC_custom_papH_CU928161 EC_custom_papC_CU928161 EC_custom_papD_CU928161 EC_custom_papJ_CU928161 EC_custom_papK_CU928161 EC_custom_papF_CU928161 EC_custom_papGIII_CP010151.1|3421241-3422500 EC_custom_hek_|VFG1539 vfdb_papH vfdb_papC vfdb_papD vfdb_papJ vfdb_papK vfdb_papF vfdb_papX"
"938","ESC_CA0894AA_AS","NODE_21_length_89529_cov_11.3331_ID_41","EC_custom_yeeT_|VFG1529 EC_custom_fimH_CP015076.1 EC_custom_ibeA_AY248744.1 vfdb_fimB vfdb_fimE vfdb_fimI vfdb_fimC vfdb_fimD vfdb_fimF vfdb_fimG vfdb_fimH vfdb_ibeA"
"939","ESC_CA0894AA_AS","NODE_23_length_81322_cov_7.89303_ID_45","card_emrR card_emrA card_emrB"
"940","ESC_CA0894AA_AS","NODE_24_length_80510_cov_10.6808_ID_47","vfdb_yagV/ecpE vfdb_yagW/ecpD vfdb_yagX/ecpC vfdb_yagY/ecpB vfdb_yagZ/ecpA vfdb_ykgK/ecpR vfdb_fdeC"
"941","ESC_CA0894AA_AS","NODE_26_length_66450_cov_9.12605_ID_51","card_TEM-1 card_APH(3'')-Ib card_sul2 ISfinder_Feb_2020_Tn2:KT002541"
"942","ESC_CA0894AA_AS","NODE_3_length_281986_cov_8.01861_ID_5","card_kdpE card_Escherichia_coli_mdfA ISfinder_Feb_2020_MITEEc1:U00096 vfdb_entD vfdb_fepA vfdb_fes vfdb_entF vfdb_fepC vfdb_fepG vfdb_fepD vfdb_entS vfdb_fepB vfdb_entC vfdb_entE vfdb_entB vfdb_entA"
"943","ESC_CA0894AA_AS","NODE_31_length_41800_cov_15.3539_ID_61","ISfinder_Feb_2020_ISKpn37:KU318421 vfdb_hlyC vfdb_hlyA vfdb_hlyB vfdb_hlyD"
"944","ESC_CA0894AA_AS","NODE_33_length_41181_cov_8.51781_ID_65","EC_custom_traT_CP018978.1"
"945","ESC_CA0894AA_AS","NODE_36_length_30703_cov_11.7308_ID_71","ISfinder_Feb_2020_ISEc13:DQ388534 vfdb_sfaX vfdb_iroN vfdb_iroE vfdb_iroD vfdb_iroC vfdb_iroB"
"946","ESC_CA0894AA_AS","NODE_38_length_22347_cov_9.90504_ID_75","ISfinder_Feb_2020_ISEc38:AJ303141 ISfinder_Feb_2020_ISEc20:NZ_AAJU01000001"
"947","ESC_CA0894AA_AS","NODE_4_length_264122_cov_8.56429_ID_7","EC_custom_usp_AB056439 ISfinder_Feb_2020_IS200C:NC_004431"
"948","ESC_CA0894AA_AS","NODE_42_length_18478_cov_7.6241_ID_83","ISfinder_Feb_2020_ISKpn26:NC_016845 ISfinder_Feb_2020_IS26:X00011"
"949","ESC_CA0894AA_AS","NODE_45_length_13272_cov_10.9922_ID_89","ISfinder_Feb_2020_ISEc10:NC_004431 plasmidfinder_Col156_1 vfdb_senB"
"950","ESC_CA0894AA_AS","NODE_46_length_12294_cov_14.5092_ID_91","plasmidfinder_IncFIB(AP001918)_1"
"951","ESC_CA0894AA_AS","NODE_47_length_11798_cov_12.977_ID_93","vfdb_sfaB vfdb_sfaC"
"952","ESC_CA0894AA_AS","NODE_48_length_11550_cov_14.8589_ID_95","EC_custom_sitA_(gi:91210366)|VFG012573"
"953","ESC_CA0894AA_AS","NODE_49_length_10685_cov_15.6458_ID_97","ISfinder_Feb_2020_ISEc45:NC_004431 ISfinder_Feb_2020_IS682:NC_002695"
"954","ESC_CA0894AA_AS","NODE_5_length_240798_cov_8.62127_ID_9","card_Escherichia_coli_ampC card_eptA card_mdtN card_mdtO card_mdtP"
"955","ESC_CA0894AA_AS","NODE_52_length_9660_cov_6.09608_ID_103","EC_custom_eitD_AY545598.5 EC_custom_eitC_AY545598.5 EC_custom_eitB_AY545598.5 EC_custom_eitA_KU695535.1"
"956","ESC_CA0894AA_AS","NODE_53_length_9372_cov_14.561_ID_105","vfdb_sfaY vfdb_sfaH vfdb_sfaS vfdb_sfaG vfdb_sfaF vfdb_sfaE vfdb_sfaD"
"957","ESC_CA0894AA_AS","NODE_55_length_8852_cov_16.2546_ID_109","EC_custom_papB_CU928161 vfdb_papI vfdb_papB"
"958","ESC_CA0894AA_AS","NODE_56_length_8763_cov_9.81355_ID_111","plasmidfinder_IncB/O/K/Z_2"
"959","ESC_CA0894AA_AS","NODE_6_length_230631_cov_8.31638_ID_11","card_emrY card_emrK card_evgA card_evgS card_acrD ISfinder_Feb_2020_IS621:NC_009800"
"960","ESC_CA0894AA_AS","NODE_68_length_5737_cov_19.8928_ID_135","card_Escherichia_coli_emrE"
"961","ESC_CA0894AA_AS","NODE_7_length_221249_cov_9.80029_ID_13","card_CRP card_mdtE card_mdtF card_gadW card_gadX EC_custom_gimB-marker_CP002167.1 vfdb_chuS vfdb_chuA vfdb_chuT vfdb_chuW vfdb_chuX vfdb_chuY vfdb_chuU vfdb_chuV"
"962","ESC_CA0894AA_AS","NODE_8_length_209758_cov_9.28298_ID_15","EC_custom_VGI-1_tRNA_modification_GTPase_TrmE"
"963","ESC_CA0894AA_AS","NODE_9_length_207196_cov_9.03699_ID_17","card_Escherichia_coli_emrE EC_custom_irp2_(gi:91211199)|VFG012549 EC_custom_fyuA_Z35106.1 vfdb_ybtS vfdb_ybtX vfdb_ybtQ vfdb_ybtP vfdb_ybtA vfdb_irp2 vfdb_irp1 vfdb_ybtU vfdb_ybtT vfdb_ybtE vfdb_fyuA"
"964","ESC_CA0894AA_AS","NODE_92_length_2126_cov_14.9946_ID_183","ISfinder_Feb_2020_ISEc62:[]"
"965","ESC_CA0987AA_AS","NODE_1_length_591887_cov_7.358_ID_1","card_kdpE card_Escherichia_coli_mdfA card_msbA card_mdtG card_mdtH EC_custom_iss_type1_pAPEC-O2-ColV ISfinder_Feb_2020_MITEEc1:U00096 vfdb_entD vfdb_fepA vfdb_fes vfdb_entF vfdb_fepC vfdb_fepG vfdb_fepD vfdb_entS vfdb_fepB vfdb_entC vfdb_entE vfdb_entB vfdb_entA vfdb_ompA"
"966","ESC_CA0987AA_AS","NODE_10_length_176302_cov_8.4657_ID_19","card_eptA card_mdtN card_mdtO card_mdtP EC_custom_yeeT_|VFG1529"
"967","ESC_CA0987AA_AS","NODE_100_length_599_cov_10.602_ID_199","EC_custom_yeeT_|VFG1529"
"968","ESC_CA0987AA_AS","NODE_11_length_137917_cov_8.65445_ID_21","card_Escherichia_coli_ampC"
"969","ESC_CA0987AA_AS","NODE_12_length_137449_cov_8.93444_ID_23","card_mdtM EC_custom_fimH_CP015076.1 vfdb_fimH vfdb_fimG vfdb_fimF vfdb_fimD vfdb_fimC vfdb_fimI vfdb_fimE vfdb_fimB"
"970","ESC_CA0987AA_AS","NODE_13_length_129952_cov_7.18114_ID_25","card_H-NS EC_custom_sitA_(gi:91210366)|VFG012573"
"971","ESC_CA0987AA_AS","NODE_14_length_129240_cov_8.44586_ID_27","card_cpxA"
"972","ESC_CA0987AA_AS","NODE_15_length_113354_cov_7.35925_ID_29","card_baeR card_baeS card_mdtC card_mdtB card_mdtA card_ugd"
"973","ESC_CA0987AA_AS","NODE_16_length_113197_cov_8.53642_ID_31","vfdb_aslA"
"974","ESC_CA0987AA_AS","NODE_2_length_570191_cov_7.52314_ID_3","card_yojI card_pmrF card_emrY card_emrK card_evgA card_evgS card_acrD"
"975","ESC_CA0987AA_AS","NODE_24_length_27031_cov_9.27051_ID_47","ISfinder_Feb_2020_ISEc48:ADUS01000070 ISfinder_Feb_2020_IS1203:U06468"
"976","ESC_CA0987AA_AS","NODE_26_length_17865_cov_9.23391_ID_51","EC_custom_fecA_NC_000913.3 ISfinder_Feb_2020_IS1F:X52538 ISfinder_Feb_2020_IS30:X00792"
"977","ESC_CA0987AA_AS","NODE_27_length_11547_cov_8.88951_ID_53","EC_custom_tia_CU928161 EC_custom_papGII_CU928161 EC_custom_papF_CU928161 EC_custom_papE_CU928161 EC_custom_papK_CU928161 EC_custom_papJ_CU928161 EC_custom_papD_CU928161 EC_custom_papC_CU928161 EC_custom_papH_CU928161 EC_custom_papA_CU928161 EC_custom_papB_CU928161 EC_custom_papI_DQ095216.1 vfdb_papG vfdb_papF vfdb_papE vfdb_papK vfdb_papJ vfdb_papD vfdb_papC vfdb_papH vfdb_papB vfdb_papI"
"978","ESC_CA0987AA_AS","NODE_28_length_11265_cov_7.84324_ID_55","ISfinder_Feb_2020_ISEc23:[] ISfinder_Feb_2020_ISEc78:MF156714"
"979","ESC_CA0987AA_AS","NODE_3_length_487226_cov_7.0475_ID_5","card_marA card_Escherichia_coli_emrE EC_custom_irp2_(gi:117624162)|VFG012550 EC_custom_fyuA_Z35106.1 ISfinder_Feb_2020_ISEc38:AJ303141 vfdb_ybtS vfdb_ybtX vfdb_ybtQ vfdb_ybtP vfdb_ybtA vfdb_irp2 vfdb_irp1 vfdb_ybtU vfdb_ybtT vfdb_ybtE vfdb_fyuA"
"980","ESC_CA0987AA_AS","NODE_31_length_7706_cov_8.65892_ID_61","ISfinder_Feb_2020_ISEc30:NC_011603"
"981","ESC_CA0987AA_AS","NODE_34_length_6319_cov_52.539_ID_67","plasmidfinder_Col156_1"
"982","ESC_CA0987AA_AS","NODE_4_length_357586_cov_8.58549_ID_7","card_tolC card_bacA card_acrS card_acrE card_acrF EC_custom_neuC_CP007275.1 EC_custom_kpsMT(II)_K2:CP000468.1:|APEC-O1|3376659-3378102 vfdb_kpsD vfdb_kpsT vfdb_kpsM vfdb_gspM vfdb_gspL vfdb_gspK vfdb_gspJ vfdb_gspI vfdb_gspH vfdb_gspG vfdb_gspF vfdb_gspE vfdb_gspD vfdb_gspC"
"983","ESC_CA0987AA_AS","NODE_43_length_3815_cov_57.6444_ID_85","plasmidfinder_Col156_1"
"984","ESC_CA0987AA_AS","NODE_45_length_3004_cov_7.78765_ID_89","ISfinder_Feb_2020_IS1397:X92970 ISfinder_Feb_2020_IS621:NC_009800"
"985","ESC_CA0987AA_AS","NODE_49_length_2581_cov_37.8258_ID_97","ISfinder_Feb_2020_ISEc12:DQ269483"
"986","ESC_CA0987AA_AS","NODE_5_length_349091_cov_8.08485_ID_9","card_emrR card_emrA card_emrB EC_custom_malX_AF081286.1:c2588-1008 ISfinder_Feb_2020_MITEEc1:U00096"
"987","ESC_CA0987AA_AS","NODE_52_length_1962_cov_8.71916_ID_103","vfdb_papX"
"988","ESC_CA0987AA_AS","NODE_6_length_347101_cov_7.80053_ID_11","card_Escherichia_coli_acrA card_acrB card_Escherichia_coli_ampH vfdb_fdeC vfdb_ykgK/ecpR vfdb_yagZ/ecpA vfdb_yagY/ecpB vfdb_yagX/ecpC vfdb_yagW/ecpD vfdb_yagV/ecpE vfdb_vat"
"989","ESC_CA0987AA_AS","NODE_7_length_268376_cov_8.2868_ID_13","EC_custom_usp_AB056439 ISfinder_Feb_2020_IS200C:NC_004431"
"990","ESC_CA0987AA_AS","NODE_70_length_1219_cov_8.18938_ID_139","EC_custom_yeeT_|VFG1529"
"991","ESC_CA0987AA_AS","NODE_8_length_267438_cov_9.12704_ID_15","EC_custom_VGI-1_tRNA_modification_GTPase_TrmE"
"992","ESC_CA0987AA_AS","NODE_86_length_764_cov_17.6978_ID_171","ISfinder_Feb_2020_IS1S:M37615"
"993","ESC_CA0987AA_AS","NODE_88_length_735_cov_11.4427_ID_175","EC_custom_yeeT_|VFG1529"
"994","ESC_CA0987AA_AS","NODE_9_length_203930_cov_8.92286_ID_17","card_gadX card_gadW card_mdtF card_mdtE card_CRP EC_custom_gimB-marker_CP002167.1 vfdb_chuV vfdb_chuU vfdb_chuY vfdb_chuX vfdb_chuW vfdb_chuT vfdb_chuA vfdb_chuS"
"995","ESC_CA1134AA_AS","NODE_1_length_657520_cov_6.32383_ID_1","card_mdtA card_mdtB card_mdtC card_baeS card_baeR card_yojI card_pmrF card_emrY card_emrK card_evgA card_evgS card_acrD ISfinder_Feb_2020_ISEc1:L02370 ISfinder_Feb_2020_IS621:NC_009800 ISfinder_Feb_2020_IS1397:X92970"
"996","ESC_CA1134AA_AS","NODE_10_length_179854_cov_6.85398_ID_19","card_Escherichia_coli_ampC ISfinder_Feb_2020_IS1F:X52538 ISfinder_Feb_2020_ISEc40:NC_004431"
"997","ESC_CA1134AA_AS","NODE_11_length_176098_cov_6.69542_ID_21","card_mdtP card_mdtO card_mdtN card_eptA EC_custom_yeeT_|VFG1529"
"998","ESC_CA1134AA_AS","NODE_12_length_172861_cov_6.51041_ID_23","card_Escherichia_coli_ampH card_acrB card_Escherichia_coli_acrA"
"999","ESC_CA1134AA_AS","NODE_13_length_129211_cov_6.49503_ID_25","card_cpxA"
"1000","ESC_CA1134AA_AS","NODE_14_length_120893_cov_6.57997_ID_27","vfdb_vat vfdb_yagV/ecpE vfdb_yagW/ecpD vfdb_yagX/ecpC vfdb_yagY/ecpB vfdb_yagZ/ecpA vfdb_ykgK/ecpR vfdb_fdeC"
"1001","ESC_CA1134AA_AS","NODE_15_length_111597_cov_6.44898_ID_29","card_H-NS EC_custom_sitA_(gi:91210366)|VFG012573"
"1002","ESC_CA1134AA_AS","NODE_17_length_78423_cov_6.53039_ID_33","vfdb_aslA"
"1003","ESC_CA1134AA_AS","NODE_2_length_588073_cov_6.37779_ID_3","card_mdtH card_mdtG card_msbA card_Escherichia_coli_mdfA card_kdpE ISfinder_Feb_2020_MITEEc1:U00096 vfdb_ompA vfdb_entA vfdb_entB vfdb_entE vfdb_entC vfdb_fepB vfdb_entS vfdb_fepD vfdb_fepG vfdb_fepC vfdb_entF vfdb_fes vfdb_fepA vfdb_entD"
"1004","ESC_CA1134AA_AS","NODE_20_length_58014_cov_3.51002_ID_39","EC_custom_traT_CP018978.1 ISfinder_Feb_2020_IS26:X00011 ISfinder_Feb_2020_ISEc10:NC_004431 plasmidfinder_IncFII(29)_1_pUTI89"
"1005","ESC_CA1134AA_AS","NODE_21_length_55648_cov_7.00722_ID_41","EC_custom_fimH_CP015076.1 vfdb_fimB vfdb_fimE vfdb_fimA vfdb_fimI vfdb_fimC vfdb_fimD vfdb_fimF vfdb_fimG vfdb_fimH"
"1006","ESC_CA1134AA_AS","NODE_22_length_43850_cov_6.77703_ID_43","ISfinder_Feb_2020_ISEc30:NC_011603"
"1007","ESC_CA1134AA_AS","NODE_28_length_27252_cov_7.25687_ID_55","ISfinder_Feb_2020_ISEc48:ADUS01000070 ISfinder_Feb_2020_IS1203:U06468"
"1008","ESC_CA1134AA_AS","NODE_29_length_25296_cov_3.37637_ID_57","ISfinder_Feb_2020_IS21:X14793 ISfinder_Feb_2020_ISEc53:HG941718 plasmidfinder_IncFIB(AP001918)_1"
"1009","ESC_CA1134AA_AS","NODE_3_length_497093_cov_6.11567_ID_5","card_Escherichia_coli_emrE card_marA EC_custom_fyuA_Z35106.1 EC_custom_irp2_(gi:386629711)|VFG034099 vfdb_fyuA vfdb_ybtE vfdb_ybtT vfdb_ybtU vfdb_irp1 vfdb_irp2 vfdb_ybtA vfdb_ybtP vfdb_ybtQ vfdb_ybtX vfdb_ybtS vfdb_tcpC"
"1010","ESC_CA1134AA_AS","NODE_31_length_21524_cov_6.05304_ID_61","ISfinder_Feb_2020_IS100kyp:U59875"
"1011","ESC_CA1134AA_AS","NODE_33_length_17400_cov_6.72968_ID_65","EC_custom_tia_CU928161 EC_custom_papGII_DQ095216.1 EC_custom_papF_CU928161 EC_custom_papE_CU928161 EC_custom_papK_CU928161 EC_custom_papJ_CU928161 EC_custom_papD_CU928161 EC_custom_papC_CU928161 EC_custom_papH_CU928161 EC_custom_papA_CU928161 EC_custom_papB_CU928161 EC_custom_papI_DQ095216.1 vfdb_papG vfdb_papF vfdb_papE vfdb_papK vfdb_papJ vfdb_papD vfdb_papC vfdb_papH vfdb_papB vfdb_papI"
"1012","ESC_CA1134AA_AS","NODE_35_length_13590_cov_6.62682_ID_69","card_mdtM"
"1013","ESC_CA1134AA_AS","NODE_38_length_10543_cov_3.30828_ID_75","plasmidfinder_Col156_1 vfdb_senB"
"1014","ESC_CA1134AA_AS","NODE_4_length_358279_cov_6.74171_ID_7","card_acrF card_acrE card_acrS card_bacA card_tolC EC_custom_kpsMT(II)_K2:CP000468.1:|APEC-O1|3376659-3378102 EC_custom_neuC_CP007275.1 EC_custom_yeeT_|VFG1529 vfdb_gspC vfdb_gspD vfdb_gspE vfdb_gspF vfdb_gspG vfdb_gspH vfdb_gspI vfdb_gspJ vfdb_gspK vfdb_gspL vfdb_gspM vfdb_kpsM vfdb_kpsT vfdb_kpsD"
"1015","ESC_CA1134AA_AS","NODE_41_length_9326_cov_6.23823_ID_81","ISfinder_Feb_2020_ISEc38:AJ303141 ISfinder_Feb_2020_ISEc45:NC_004431"
"1016","ESC_CA1134AA_AS","NODE_48_length_4876_cov_6.1729_ID_95","ISfinder_Feb_2020_ISEc20:NZ_AAJU01000001"
"1017","ESC_CA1134AA_AS","NODE_5_length_286741_cov_6.87213_ID_9","EC_custom_VGI-1_tRNA_modification_GTPase_TrmE"
"1018","ESC_CA1134AA_AS","NODE_57_length_2272_cov_7.10023_ID_113","EC_custom_iss_type1_pAPEC-O2-ColV"
"1019","ESC_CA1134AA_AS","NODE_59_length_2136_cov_6.12982_ID_117","vfdb_papX"
"1020","ESC_CA1134AA_AS","NODE_6_length_262736_cov_6.68517_ID_11","EC_custom_usp_AB056439 ISfinder_Feb_2020_IS200C:NC_004431"
"1021","ESC_CA1134AA_AS","NODE_7_length_225750_cov_6.41323_ID_13","card_emrB card_emrA card_emrR"
