"","name","SEQUENCE","same_scaff"
"592","ESC_LA2840AA_AS","NODE_8_length_204064_cov_3.59494","EC_custom_Feb_2020_gimB-marker_CP002167.1 card_CRP card_mdtE card_mdtF card_gadW card_gadX vfdb_chuS vfdb_chuA vfdb_chuT vfdb_chuW vfdb_chuX vfdb_chuY vfdb_chuU vfdb_chuV"
"593","ESC_LA2840AA_AS","NODE_9_length_161779_cov_3.63423","EC_custom_Feb_2020_fimH_CP015076.1 EC_custom_Feb_2020_yeeT_|VFG1529 vfdb_fimH vfdb_fimG vfdb_fimF vfdb_fimD vfdb_fimC vfdb_fimI vfdb_fimA vfdb_fimE vfdb_fimB"
"594","ESC_LA2840AA_AS","NODE_96_length_829_cov_3.03352","EC_custom_Feb_2020_yeeT_|VFG1529"
"595","ESC_LA2848AA_AS","NODE_1_length_750903_cov_3.70048","EC_custom_Feb_2020_gimB-marker_CP002167.1 EC_custom_Feb_2020_irp2_(gi:117624162)|VFG012550 EC_custom_Feb_2020_fyuA_Z35106.1 ISfinder_Feb_2020_ISEc38:AJ303141 ISfinder_Feb_2020_IS150:X07037 card_CRP card_mdtE card_mdtF card_gadW card_gadX card_marA card_Escherichia_coli_emrE ecoh_fliC-H7 vfdb_chuS vfdb_chuA vfdb_chuT vfdb_chuW vfdb_chuX vfdb_chuY vfdb_chuU vfdb_chuV vfdb_ybtS vfdb_ybtX vfdb_ybtQ vfdb_ybtP vfdb_ybtA vfdb_irp2 vfdb_irp1 vfdb_ybtU vfdb_ybtT vfdb_ybtE vfdb_fyuA"
"596","ESC_LA2848AA_AS","NODE_10_length_167011_cov_3.98454","card_acrD card_evgS card_evgA card_emrK card_emrY"
"597","ESC_LA2848AA_AS","NODE_11_length_144967_cov_3.86805","card_Escherichia_coli_ampC"
"598","ESC_LA2848AA_AS","NODE_12_length_138798_cov_4.40293","ISfinder_Feb_2020_IS1397:X92970"
"599","ESC_LA2848AA_AS","NODE_13_length_129290_cov_3.93653","card_cpxA"
"600","ESC_LA2848AA_AS","NODE_14_length_122079_cov_3.65408","EC_custom_Feb_2020_yeeT_|VFG1529 card_baeR card_baeS card_mdtC card_mdtB card_mdtA card_ugd ecoh_wzx-O1 ecoh_wzy-O1"
"601","ESC_LA2848AA_AS","NODE_16_length_113109_cov_3.83683","vfdb_aslA"
"602","ESC_LA2848AA_AS","NODE_17_length_95018_cov_3.97108","EC_custom_Feb_2020_fimH_CP015076.1 EC_custom_Feb_2020_yeeT_|VFG1529 vfdb_fimH vfdb_fimG vfdb_fimF vfdb_fimD vfdb_fimC vfdb_fimI vfdb_fimA vfdb_fimE vfdb_fimB"
"603","ESC_LA2848AA_AS","NODE_18_length_84586_cov_3.60441","card_H-NS"
"604","ESC_LA2848AA_AS","NODE_2_length_613716_cov_3.65701","ISfinder_Feb_2020_MITEEc1:U00096 card_kdpE card_Escherichia_coli_mdfA card_msbA card_mdtG card_mdtH vfdb_entD vfdb_fepA vfdb_fes vfdb_entF vfdb_fepC vfdb_fepG vfdb_fepD vfdb_entS vfdb_fepB vfdb_entC vfdb_entE vfdb_entB vfdb_entA vfdb_ompA"
"605","ESC_LA2848AA_AS","NODE_20_length_54672_cov_2.71702","EC_custom_Feb_2020_traT_CP018978.1 ISfinder_Feb_2020_ISEc32:NC_011747"
"606","ESC_LA2848AA_AS","NODE_22_length_37039_cov_4.09351","ISfinder_Feb_2020_ISEc45:NC_004431 ISfinder_Feb_2020_ISEc23:[]"
"607","ESC_LA2848AA_AS","NODE_27_length_27031_cov_4.22115","ISfinder_Feb_2020_ISEc48:ADUS01000070 ISfinder_Feb_2020_IS1203:U06468"
"608","ESC_LA2848AA_AS","NODE_28_length_26783_cov_2.77897","EC_custom_Feb_2020_cvi_AY545598.5 EC_custom_Feb_2020_cvaC_X57525.1 EC_custom_Feb_2020_cvaB_AY545598.5 EC_custom_Feb_2020_cvaA_AY545598.5 vfdb_iroN vfdb_iroE vfdb_iroD vfdb_iroC vfdb_iroB"
"609","ESC_LA2848AA_AS","NODE_3_length_366950_cov_3.91431","EC_custom_Feb_2020_kpsMT(II)_K2:CP000468.1:|APEC-O1|3376659-3378102 EC_custom_Feb_2020_neuC_CP007275.1 EC_custom_Feb_2020_yeeT_|VFG1529 card_acrF card_acrE card_acrS card_bacA card_tolC vfdb_gspC vfdb_gspD vfdb_gspE vfdb_gspF vfdb_gspG vfdb_gspH vfdb_gspI vfdb_gspJ vfdb_gspK vfdb_gspL vfdb_gspM vfdb_kpsM vfdb_kpsT vfdb_kpsD"
"610","ESC_LA2848AA_AS","NODE_30_length_23229_cov_3.86269","EC_custom_Feb_2020_fecA_NC_000913.3 ISfinder_Feb_2020_ISSd1:M21947 ISfinder_Feb_2020_IS1F:X52538"
"611","ESC_LA2848AA_AS","NODE_32_length_17765_cov_4.10883","EC_custom_Feb_2020_papI_DQ095216.1 EC_custom_Feb_2020_papB_CU928161 EC_custom_Feb_2020_papA_CU928161 EC_custom_Feb_2020_papH_CU928161 EC_custom_Feb_2020_papC_CU928161 EC_custom_Feb_2020_papD_CU928161 EC_custom_Feb_2020_papJ_CU928161 EC_custom_Feb_2020_papK_CU928161 EC_custom_Feb_2020_papE_CU928161 EC_custom_Feb_2020_papF_CU928161 EC_custom_Feb_2020_papGII_DQ095216.1 EC_custom_Feb_2020_tia_CU928161 vfdb_papI vfdb_papB vfdb_papH vfdb_papC vfdb_papD vfdb_papJ vfdb_papK vfdb_papE vfdb_papF vfdb_papG"
"612","ESC_LA2848AA_AS","NODE_33_length_17408_cov_2.87765","EC_custom_Feb_2020_hylF_CP000836.1 EC_custom_Feb_2020_ompT_HM210637.1 EC_custom_Feb_2020_etsA_KU578032 ISfinder_Feb_2020_IS629:X51586 plasmidfinder_IncFIB(AP001918)_1"
"613","ESC_LA2848AA_AS","NODE_34_length_16797_cov_4.13162","ISfinder_Feb_2020_ISEc30:NC_011603"
"614","ESC_LA2848AA_AS","NODE_35_length_15897_cov_2.94944","EC_custom_Feb_2020_sitA_(gi:387616520)|VFG034206 EC_custom_Feb_2020_iucD_AY545598.5 EC_custom_Feb_2020_iutA_KU578032.1 vfdb_iucA vfdb_iucB vfdb_iucC vfdb_iucD"
"615","ESC_LA2848AA_AS","NODE_36_length_15396_cov_3.93228","ISfinder_Feb_2020_IS4:J01733 ISfinder_Feb_2020_IS2:M18426"
"616","ESC_LA2848AA_AS","NODE_37_length_14429_cov_4.61826","ISfinder_Feb_2020_IS3:X02311 ISfinder_Feb_2020_IS100kyp:U59875"
"617","ESC_LA2848AA_AS","NODE_4_length_350364_cov_3.89733","EC_custom_Feb_2020_malX_AF081286.1:c2588-1008 ISfinder_Feb_2020_MITEEc1:U00096 card_emrR card_emrA card_emrB"
"618","ESC_LA2848AA_AS","NODE_41_length_6715_cov_4.51742","card_tet(B)"
"619","ESC_LA2848AA_AS","NODE_5_length_341474_cov_3.82479","card_Escherichia_coli_acrA card_acrB card_Escherichia_coli_ampH vfdb_fdeC vfdb_ykgK/ecpR vfdb_yagZ/ecpA vfdb_yagY/ecpB vfdb_yagX/ecpC vfdb_yagW/ecpD vfdb_yagV/ecpE vfdb_vat"
"620","ESC_LA2848AA_AS","NODE_6_length_298485_cov_3.68141","card_pmrF card_yojI"
"621","ESC_LA2848AA_AS","NODE_63_length_2190_cov_4.3144","vfdb_papX"
"622","ESC_LA2848AA_AS","NODE_64_length_2052_cov_3.53223","EC_custom_Feb_2020_yeeT_|VFG1529"
"623","ESC_LA2848AA_AS","NODE_69_length_1567_cov_113.697","plasmidfinder_Col(MG828)_1"
"624","ESC_LA2848AA_AS","NODE_70_length_1282_cov_16.083","ISfinder_Feb_2020_IS10R:J01829"
"625","ESC_LA2848AA_AS","NODE_79_length_782_cov_3.51868","EC_custom_Feb_2020_yeeT_|VFG1529"
"626","ESC_LA2848AA_AS","NODE_8_length_264410_cov_3.84481","EC_custom_Feb_2020_usp_AB056439 ISfinder_Feb_2020_IS200C:NC_004431"
"627","ESC_LA2848AA_AS","NODE_9_length_175350_cov_3.84882","card_mdtP card_mdtO card_mdtN card_eptA"
"628","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_1_length_420117_cov_12.678721","EC_custom_Feb_2020_gimB-marker_CP002167.1 card_gadX card_gadW card_mdtF card_mdtE card_CRP vfdb_chuV vfdb_chuU vfdb_chuY vfdb_chuX vfdb_chuW vfdb_chuT vfdb_chuA vfdb_chuS"
"629","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_10_length_157917_cov_11.391584","card_Escherichia_coli_mdfA card_msbA"
"630","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_11_length_147862_cov_12.900971","card_Escherichia_coli_ampC"
"631","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_12_length_133585_cov_12.018058","EC_custom_Feb_2020_usp_AB056439 ISfinder_Feb_2020_IS200C:NC_004431"
"632","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_13_length_129526_cov_12.737409","card_cpxA"
"633","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_14_length_115340_cov_11.596738","ISfinder_Feb_2020_MITEEc1:U00096 card_kdpE"
"634","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_15_length_114982_cov_11.857351","ISfinder_Feb_2020_IS1397:X92970 ISfinder_Feb_2020_IS621:NC_009800"
"635","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_16_length_113973_cov_12.100856","card_acrD"
"636","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_17_length_113853_cov_12.404947","vfdb_aslA"
"637","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_19_length_94309_cov_12.414187","ISfinder_Feb_2020_MITEEc1:U00096"
"638","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_2_length_322137_cov_12.269948","card_tolC card_bacA card_acrS card_acrE card_acrF"
"639","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_20_length_92697_cov_11.482975","vfdb_entS vfdb_fepB vfdb_entC vfdb_entE vfdb_entB vfdb_entA"
"640","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_22_length_84666_cov_11.044512","card_H-NS"
"641","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_23_length_82856_cov_11.130982","EC_custom_Feb_2020_fyuA_Z35106.1 EC_custom_Feb_2020_irp2_(gi:117624162)|VFG012550 card_Escherichia_coli_emrE vfdb_fyuA vfdb_ybtE vfdb_ybtT vfdb_ybtU vfdb_irp1 vfdb_irp2 vfdb_ybtA vfdb_ybtP vfdb_ybtQ vfdb_ybtX vfdb_ybtS"
"642","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_25_length_75072_cov_12.489506","EC_custom_Feb_2020_fimH_CP015076.1 EC_custom_Feb_2020_yeeT_|VFG1529 vfdb_fimH vfdb_fimG vfdb_fimF vfdb_fimD vfdb_fimC vfdb_fimI vfdb_fimA vfdb_fimE vfdb_fimB"
"643","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_26_length_69384_cov_11.846947","EC_custom_Feb_2020_traT_CP018978.1 ISfinder_Feb_2020_ISEc32:NC_011747 vfdb_iroN vfdb_iroE vfdb_iroD vfdb_iroC vfdb_iroB"
"644","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_27_length_63293_cov_12.671342","card_emrB card_emrA card_emrR"
"645","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_3_length_225495_cov_11.424257","card_mdtG card_mdtH vfdb_ompA"
"646","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_35_length_43874_cov_11.613916","card_emrY card_emrK card_evgA card_evgS"
"647","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_38_length_39415_cov_12.844355","EC_custom_Feb_2020_papI_DQ095216.1 EC_custom_Feb_2020_papB_CU928161 EC_custom_Feb_2020_papA_CU928161 EC_custom_Feb_2020_papH_CU928161 EC_custom_Feb_2020_papC_CU928161 EC_custom_Feb_2020_papD_CU928161 EC_custom_Feb_2020_papJ_CU928161 EC_custom_Feb_2020_papK_CU928161 EC_custom_Feb_2020_papE_CU928161 EC_custom_Feb_2020_papF_CU928161 EC_custom_Feb_2020_papGII_DQ095216.1 EC_custom_Feb_2020_tia_CU928161 ISfinder_Feb_2020_IS1203:U06468 ISfinder_Feb_2020_ISEc48:ADUS01000070 vfdb_papI vfdb_papB vfdb_papH vfdb_papC vfdb_papD vfdb_papJ vfdb_papK vfdb_papE vfdb_papF vfdb_papG"
"648","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_39_length_38452_cov_12.455629","EC_custom_Feb_2020_yeeT_|VFG1529 EC_custom_Feb_2020_neuC_CP007275.1 EC_custom_Feb_2020_kpsMT(II)_K2:CP000468.1:|APEC-O1|3376659-3378102 vfdb_kpsD vfdb_kpsT vfdb_kpsM vfdb_gspM vfdb_gspL vfdb_gspK vfdb_gspJ vfdb_gspI vfdb_gspH vfdb_gspG vfdb_gspF vfdb_gspE vfdb_gspD vfdb_gspC"
"649","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_4_length_199507_cov_10.851901","card_marA"
"650","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_41_length_37794_cov_12.145618","vfdb_vat vfdb_yagV/ecpE vfdb_yagW/ecpD vfdb_yagX/ecpC vfdb_yagY/ecpB vfdb_yagZ/ecpA vfdb_ykgK/ecpR vfdb_fdeC"
"651","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_43_length_34816_cov_12.142351","vfdb_entD vfdb_fepA vfdb_fes vfdb_entF vfdb_fepC vfdb_fepG vfdb_fepD"
"652","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_46_length_33636_cov_11.876302","ISfinder_Feb_2020_ISEc38:AJ303141 ISfinder_Feb_2020_IS150:X07037"
"653","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_5_length_186927_cov_11.486986","card_pmrF card_yojI"
"654","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_52_length_17435_cov_12.131153","EC_custom_Feb_2020_etsA_KU578032 EC_custom_Feb_2020_ompT_HM210637.1 EC_custom_Feb_2020_hylF_CP000836.1 ISfinder_Feb_2020_IS629:X51586 plasmidfinder_IncFIB(AP001918)_1"
"655","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_53_length_16652_cov_12.621180","ISfinder_Feb_2020_ISEc30:NC_011603"
"656","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_54_length_14467_cov_13.839679","ISfinder_Feb_2020_IS100kyp:U59875 ISfinder_Feb_2020_IS3:X02311"
"657","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_57_length_12682_cov_12.045241","EC_custom_Feb_2020_iutA_KU578032.1 EC_custom_Feb_2020_iucD_AY545598.5 vfdb_iucD vfdb_iucC vfdb_iucB vfdb_iucA"
"658","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_6_length_185587_cov_12.126178","EC_custom_Feb_2020_malX_AF081286.1:c2588-1008"
"659","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_62_length_8226_cov_12.622176","ISfinder_Feb_2020_ISEc23:[]"
"660","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_65_length_6735_cov_12.275878","card_tet(B)"
"661","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_68_length_5212_cov_12.699312","EC_custom_Feb_2020_yeeT_|VFG1529"
"662","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_7_length_179764_cov_11.515807","EC_custom_Feb_2020_yeeT_|VFG1529 EC_custom_Feb_2020_fecA_NC_000913.3 ISfinder_Feb_2020_IS1F:X52538 ISfinder_Feb_2020_ISSd1:M21947 ISfinder_Feb_2020_IS911:X17613 card_baeR card_baeS card_mdtC card_mdtB card_mdtA card_ugd ecoh_wzx-O1 ecoh_wzy-O1"
"663","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_8_length_178117_cov_12.774819","EC_custom_Feb_2020_yeeT_|VFG1529 card_mdtP card_mdtO card_mdtN card_eptA"
"664","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_86_length_2286_cov_1397.565076","plasmidfinder_ColpVC_1"
"665","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_88_length_2211_cov_12.609405","vfdb_papX"
"666","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_9_length_178006_cov_12.158141","card_Escherichia_coli_acrA card_acrB card_Escherichia_coli_ampH"
"667","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_90_length_1679_cov_829.129510","plasmidfinder_Col(MG828)_1"
"668","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_91_length_1618_cov_1189.181087","plasmidfinder_ColpVC_1"
"669","ESC_LB6278AA_AS","ESC_LB6278AA_AS_NODE_93_length_1282_cov_124.039827","ISfinder_Feb_2020_IS10R:J01829"
"670","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_1_length_400485_cov_13.860540","ISfinder_Feb_2020_MITEEc1:U00096 card_msbA card_Escherichia_coli_mdfA card_kdpE vfdb_entA vfdb_entB vfdb_entE vfdb_entC vfdb_fepB vfdb_entS vfdb_fepD vfdb_fepG vfdb_fepC vfdb_entF vfdb_fes vfdb_fepA vfdb_entD"
"671","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_10_length_176121_cov_14.649681","EC_custom_Feb_2020_yeeT_|VFG1529 card_eptA card_mdtN card_mdtO card_mdtP"
"672","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_12_length_144359_cov_13.961624","card_emrY card_emrK card_evgA card_evgS card_acrD"
"673","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_13_length_135457_cov_14.502623","card_Escherichia_coli_ampC"
"674","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_14_length_131381_cov_13.898594","card_emrB card_emrA card_emrR"
"675","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_15_length_129499_cov_15.007768","card_cpxA"
"676","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_16_length_125963_cov_15.019684","EC_custom_Feb_2020_gimB-marker_CP002167.1 vfdb_chuS vfdb_chuA vfdb_chuT vfdb_chuW vfdb_chuX vfdb_chuY vfdb_chuU vfdb_chuV"
"677","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_17_length_123663_cov_15.277029","card_acrF card_acrE card_acrS"
"678","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_18_length_120769_cov_14.836234","ISfinder_Feb_2020_MITEEc1:U00096"
"679","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_19_length_117850_cov_14.265768","EC_custom_Feb_2020_malX_AF081286.1:c2588-1008"
"680","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_20_length_114982_cov_13.762474","ISfinder_Feb_2020_IS621:NC_009800 ISfinder_Feb_2020_IS1397:X92970"
"681","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_21_length_113292_cov_14.199275","vfdb_aslA"
"682","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_22_length_104859_cov_14.024701","EC_custom_Feb_2020_usp_AB056439"
"683","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_25_length_84666_cov_12.882173","card_H-NS"
"684","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_26_length_81399_cov_14.544812","vfdb_vat vfdb_yagV/ecpE vfdb_yagW/ecpD vfdb_yagX/ecpC vfdb_yagY/ecpB vfdb_yagZ/ecpA vfdb_ykgK/ecpR vfdb_fdeC"
"685","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_27_length_81398_cov_13.765464","EC_custom_Feb_2020_cvaA_AY545598.5 EC_custom_Feb_2020_cvaB_AY545598.5 EC_custom_Feb_2020_cvaC_X57525.1 EC_custom_Feb_2020_cvi_AY545598.5 EC_custom_Feb_2020_traT_CP018978.1 ISfinder_Feb_2020_ISEc32:NC_011747 vfdb_iroB vfdb_iroC vfdb_iroD vfdb_iroE vfdb_iroN"
"686","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_28_length_75072_cov_15.023084","EC_custom_Feb_2020_yeeT_|VFG1529 EC_custom_Feb_2020_fimH_CP015076.1 vfdb_fimB vfdb_fimE vfdb_fimA vfdb_fimI vfdb_fimC vfdb_fimD vfdb_fimF vfdb_fimG vfdb_fimH"
"687","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_29_length_70066_cov_15.193397","card_CRP"
"688","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_3_length_246993_cov_13.020047","card_marA"
"689","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_32_length_45130_cov_15.753328","EC_custom_Feb_2020_papI_DQ095216.1 EC_custom_Feb_2020_papB_CU928161 EC_custom_Feb_2020_papA_CU928161 EC_custom_Feb_2020_papH_CU928161 EC_custom_Feb_2020_papC_CU928161 EC_custom_Feb_2020_papD_CU928161 EC_custom_Feb_2020_papJ_CU928161 EC_custom_Feb_2020_papK_CU928161 EC_custom_Feb_2020_papE_CU928161 EC_custom_Feb_2020_papF_CU928161 EC_custom_Feb_2020_papGII_DQ095216.1 EC_custom_Feb_2020_tia_CU928161 ISfinder_Feb_2020_IS1203:U06468 ISfinder_Feb_2020_ISEc48:ADUS01000070 vfdb_papI vfdb_papB vfdb_papH vfdb_papC vfdb_papD vfdb_papJ vfdb_papK vfdb_papE vfdb_papF vfdb_papG"
"690","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_35_length_38458_cov_14.570374","EC_custom_Feb_2020_kpsMT(II)_K2:CP000468.1:|APEC-O1|3376659-3378102 EC_custom_Feb_2020_neuC_CP007275.1 EC_custom_Feb_2020_yeeT_|VFG1529 vfdb_gspC vfdb_gspD vfdb_gspE vfdb_gspF vfdb_gspG vfdb_gspH vfdb_gspI vfdb_gspJ vfdb_gspK vfdb_gspL vfdb_gspM vfdb_kpsM vfdb_kpsT vfdb_kpsD"
"691","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_38_length_33976_cov_16.148867","EC_custom_Feb_2020_fecA_NC_000913.3 ISfinder_Feb_2020_IS1F:X52538 ISfinder_Feb_2020_ISSd1:M21947 ISfinder_Feb_2020_IS911:X17613"
"692","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_4_length_234015_cov_13.000026","EC_custom_Feb_2020_irp2_(gi:117624162)|VFG012550 EC_custom_Feb_2020_fyuA_Z35106.1 ISfinder_Feb_2020_ISEc38:AJ303141 ISfinder_Feb_2020_IS150:X07037 card_Escherichia_coli_emrE ecoh_fliC-H7 vfdb_ybtS vfdb_ybtX vfdb_ybtQ vfdb_ybtP vfdb_ybtA vfdb_irp2 vfdb_irp1 vfdb_ybtU vfdb_ybtT vfdb_ybtE vfdb_fyuA"
"693","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_42_length_17517_cov_15.211788","EC_custom_Feb_2020_etsA_KU578032 EC_custom_Feb_2020_ompT_HM210637.1 EC_custom_Feb_2020_hylF_CP000836.1 ISfinder_Feb_2020_IS629:X51586 plasmidfinder_IncFIB(AP001918)_1"
"694","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_43_length_16684_cov_13.510419","ISfinder_Feb_2020_ISEc30:NC_011603"
"695","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_45_length_14351_cov_14.539019","ISfinder_Feb_2020_IS3:X02311 ISfinder_Feb_2020_IS100kyp:U59875"
"696","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_47_length_12682_cov_13.004540","EC_custom_Feb_2020_iucD_AY545598.5 EC_custom_Feb_2020_iutA_KU578032.1 vfdb_iucA vfdb_iucB vfdb_iucC vfdb_iucD"
"697","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_5_length_225495_cov_13.344015","card_mdtG card_mdtH vfdb_ompA"
"698","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_53_length_8646_cov_14.194154","EC_custom_Feb_2020_yeeT_|VFG1529"
"699","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_54_length_8226_cov_13.556365","ISfinder_Feb_2020_ISEc23:[]"
"700","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_55_length_8043_cov_15.031961","card_mdtE card_mdtF card_gadW card_gadX"
"701","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_6_length_221782_cov_13.479457","card_ugd card_mdtA card_mdtB card_mdtC card_baeS card_baeR ecoh_wzy-O1 ecoh_wzx-O1"
"702","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_60_length_6735_cov_15.184625","card_tet(B)"
"703","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_7_length_198367_cov_14.484156","card_tolC card_bacA"
"704","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_76_length_2286_cov_1665.725336","plasmidfinder_ColpVC_1"
"705","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_77_length_2272_cov_15.314219","EC_custom_Feb_2020_yeeT_|VFG1529"
"706","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_78_length_2211_cov_17.162188","vfdb_papX"
"707","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_8_length_187039_cov_13.474598","card_yojI card_pmrF"
"708","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_83_length_1846_cov_1315.859802","plasmidfinder_ColpVC_1"
"709","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_86_length_1679_cov_1040.587629","plasmidfinder_Col(MG828)_1"
"710","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_88_length_1282_cov_128.157576","ISfinder_Feb_2020_IS10R:J01829"
"711","ESC_LB6279AA_AS","ESC_LB6279AA_AS_NODE_9_length_177329_cov_14.190145","card_Escherichia_coli_acrA card_acrB card_Escherichia_coli_ampH"
"712","ESC_MA2736AA_AS","NODE_1_length_631673_cov_5.47113","ISfinder_Feb_2020_MITEEc1:U00096 card_kdpE card_Escherichia_coli_mdfA card_msbA card_mdtG card_mdtH vfdb_entD vfdb_fepA vfdb_fes vfdb_entF vfdb_fepC vfdb_fepG vfdb_fepD vfdb_entS vfdb_fepB vfdb_entC vfdb_entE vfdb_entB vfdb_entA vfdb_ompA"
"713","ESC_MA2736AA_AS","NODE_10_length_203970_cov_5.62077","EC_custom_Feb_2020_gimB-marker_CP002167.1 card_CRP card_mdtE card_mdtF card_gadW card_gadX vfdb_chuS vfdb_chuA vfdb_chuT vfdb_chuW vfdb_chuX vfdb_chuY vfdb_chuU vfdb_chuV"
"714","ESC_MA2736AA_AS","NODE_12_length_132449_cov_5.72811","EC_custom_Feb_2020_yeeT_|VFG1529 card_mdtP card_mdtO card_mdtN card_eptA"
"715","ESC_MA2736AA_AS","NODE_13_length_129478_cov_5.71538","card_cpxA"
"716","ESC_MA2736AA_AS","NODE_14_length_122674_cov_5.61079","card_H-NS"
"717","ESC_MA2736AA_AS","NODE_15_length_119010_cov_5.33756","EC_custom_Feb_2020_yeeT_|VFG1529 card_baeR card_baeS card_mdtC card_mdtB card_mdtA card_ugd ecoh_wzx-O1 ecoh_wzy-O1"
"718","ESC_MA2736AA_AS","NODE_16_length_113699_cov_5.59887","vfdb_aslA"
"719","ESC_MA2736AA_AS","NODE_17_length_109415_cov_5.37302","ecoh_fliC-H7"
